# narkamauka<TAB>taraskievica<TAB>title_be<TAB>revid_be<TAB>title_tarask<TAB>revid_tarask<TAB>similarity
#
# Sentence pairs mined from be.wikipedia.org and be-tarask.wikipedia.org by
# scripts/fetch_parallel_corpus.py. The two wikis are written independently, so
# these are not translations: they are sentences the aligner judged to be the same
# sentence (same token count, >=60% of tokens identical, a clear margin over the
# runner-up). The sample is therefore biased towards short, formulaic sentences.
#
# MEASUREMENT ONLY. Never read by lexicon building, stem mining or model training:
# it exists to measure recall, and a set you have fitted to measures nothing.
# Text is CC BY-SA 4.0; see parallel.README.md.
Аданталогія разглядае пытанні, звязаныя з анатоміяй, фізіялогіяй, паталогіяй і прафілактыкай захворванняў органаў жавання і падзі, разглядаючы іх у сувязі з агульным станам арганізму чалавека і сацыяльнымі ўмовамі яго існавання.	Аданталёгія разглядае пытаньні, зьвязаныя з анатоміяй, фізыялёгіяй, паталёгіяй і прафіляктыкай захворваньняў органаў жаваньня і падзі, разглядаючы іх у сувязі з агульным станам арганізму чалавека і сацыяльнымі ўмовамі ягонага існаваньня.	Аданталогія	4348209	Аданталёгія	2180876	0.655
Там атрымаў загад пры першай магчымасці з падначаленымі перайсці да французскіх партызанаў і ўсталяваць з імі кантакты ад імя падпольных беларускіх уладаў.	Там атрымаў загад пры першай магчымасьці з падначаленымі перайсьці да францускіх партызанаў і ўсталяваць зь імі кантакты ад імя падпольных беларускіх уладаў.	Язэп Сажыч	4996098	Язэп Сажыч	2544923	0.818
Калі пра гэта даведалася СД, быў пераведзены ў Берлін.	Калі пра гэта даведалася СД, быў пераведзены ў Бэрлін.	Язэп Сажыч	4996098	Язэп Сажыч	2544923	0.889
Удзельнічаў у стварэнні беларускага дэсантнага батальёну Дальвіц, увайшоў у склад 1-га кадравага батальёну БКА.	Удзельнічаў у стварэньні беларускага дэсантнага батальёну Дальвіц, увайшоў у склад 1-га кадравага батальёну БКА.	Язэп Сажыч	4996098	Язэп Сажыч	2544923	0.929
Даведаўшыся, што Цюрынгія пераходзіць у савецкую зону акупацыі, перабраўся з сям’ёй у Гесэн.	Даведаўшыся, што Цюрынгія пераходзіць у савецкую зону акупацыі, перабраўся зь сям’ёй у Гесэн.	Язэп Сажыч	4996098	Язэп Сажыч	2544923	0.923
Вывучаў медыцыну ў Марбургскім універсітэце, адначасова працаваў на сухотнай станцыі.	Вывучаў мэдыцыну ў Марбурскім унівэрсытэце, адначасова працаваў на сухотнай станцыі.	Язэп Сажыч	4996098	Язэп Сажыч	2544923	0.700
Заснаваў аддзел Згуртавання беларускіх ветэранаў у Дэтройце, выконваў абавязкі сакратара ў справах ветэранаў пры Радзе БНР.	Заснаваў аддзел Згуртаваньня беларускіх вэтэранаў у Дэтройце, выконваў абавязкі сакратара ў справах вэтэранаў пра Радзе БНР.	Язэп Сажыч	4996098	Язэп Сажыч	2544923	0.750
Першыя фільмы здымаў на дакументальную тэматыку.	Першыя фільмы здымаў на дакумэнтальную тэматыку.	Штэфан Угер	4467277	Штэфан Угер	2575789	0.833
Дэбютны фільм «Дарога над аблокамі» (1954) рэкламаваў чэхаславацкія авіялініі.	Дэбютны фільм «Дарога над аблокамі» (1954) рэклямаваў чэхаславацкія авіялініі.	Штэфан Угер	4467277	Штэфан Угер	2575789	0.875
З пачатку 1960-х пераключаецца на мастацкія фільмы, хоць дакументальныя здымаў да 1963.	З пачатку 1960-х пераключаецца на мастацкія фільмы, хоць дакумэнтальныя здымаў да 1963.	Штэфан Угер	4467277	Штэфан Угер	2575789	0.909
Для дзяцей выдадзены кнігі «Пра смелага ваяку Мішку і яго слаўных таварышаў» (1937), «Міколка-паравоз» (1937, аповесць экранізавана ў 1957), «Янка-парашутыст» (1937), «Ядвісін дуб» (1940), «Апавяданні» (1946, 1948, 1960, 1966, 1973, 1974, 1988).	Для дзяцей выдадзены кнігі «Пра сьмелага ваяку Мішку і яго слаўных таварышаў» (1937), «Міколка-паравоз» (1937, аповесьць экранізавана ў 1957), «Янка-парашутыст» (1937), «Ядвісін дуб» (1940), «Апавяданьні» (1946, 1948, 1960, 1966, 1973, 1974, 1988).	Міхась Лынькоў	5101846	Міхась Лынькоў	2595504	0.850
Лынькову належаць літаратуразнаўчыя працы «Беларуская літаратура за 30 год» (1948, на беларускай і рускай мовах), «Вобраз Сталіна ў беларускай мастацкай літаратуры» (1950), «Якуб Колас» (1952), «Летапіс эпохі: Беларускай савецкай літаратуры пяцьдзесят год» (1968), зборнік артыкулаў «Літаратура і жыццё» (1978), кніга «Публіцыстыка» (1980).	Лынькову належаць літаратуразнаўчыя працы «Беларуская літаратура за 30 год» (1948, на беларускай і рускай мовах), «Вобраз Сталіна ў беларускай мастацкай літаратуры» (1950), «Якуб Колас» (1952), «Летапіс эпохі: Беларускай савецкай літаратуры пяцьдзесят год» (1968), зборнік артыкулаў «Літаратура і жыцьцё» (1978), кніга «Публіцыстыка» (1980).	Міхась Лынькоў	5101846	Міхась Лынькоў	2595504	0.971
